score_read,score_math,gender,birth,lunch,ethnicity,class_type,school,degree,ladder,experience,t_ethnicity,schooldistrict_id,school_id
408.0,444.0,male,1980 Q3,free,cauc,small,rural,bachelor,level1,5.0,cauc,41.0,79.0
400.0,405.0,male,1979 Q3,free,cauc,small,rural,master,level1,6.0,cauc,15.0,39.0
419.0,489.0,male,1979 Q3,non-free,cauc,regular,rural,master,level1,11.0,cauc,39.0,75.0
418.0,459.0,male,1979 Q4,non-free,cauc,small,rural,master,level1,8.0,cauc,24.0,57.0
440.0,484.0,male,1980 Q1,non-free,cauc,small,suburban,bachelor,probation,0.0,cauc,18.0,43.0
422.0,494.0,male,1980 Q3,non-free,cauc,small,rural,bachelor,level1,12.0,cauc,41.0,79.0
,,male,1980 Q1,free,afam,regular+aide,suburban,bachelor,level1,5.0,afam,11.0,21.0
490.0,528.0,male,1979 Q4,non-free,cauc,small,rural,bachelor,level1,6.0,cauc,34.0,68.0
495.0,559.0,male,1979 Q4,non-free,cauc,regular+aide,rural,master,level1,10.0,cauc,36.0,72.0
418.0,473.0,male,1979 Q3,free,afam,regular+aide,inner-city,master,level1,22.0,cauc,11.0,33.0
,,male,1979 Q4,free,cauc,small,rural,bachelor,level1,2.0,cauc,37.0,73.0
472.0,536.0,female,1979 Q4,free,cauc,regular+aide,rural,master,level1,7.0,cauc,30.0,63.0
434.0,459.0,female,1979 Q4,free,cauc,regular+aide,rural,master,level1,12.0,cauc,21.0,50.0
490.0,506.0,male,1980 Q3,non-free,cauc,regular+aide,rural,master,level1,13.0,cauc,23.0,55.0
433.0,547.0,male,1979 Q1,non-free,cauc,regular+aide,rural,master,level1,7.0,cauc,30.0,63.0
425.0,444.0,male,1980 Q1,free,afam,small,inner-city,bachelor,apprentice,1.0,cauc,11.0,26.0
455.0,478.0,male,1979 Q4,non-free,cauc,regular+aide,rural,bachelor,,9.0,cauc,1.0,1.0
431.0,513.0,male,1980 Q2,free,afam,small,inner-city,bachelor,probation,1.0,cauc,11.0,27.0
408.0,473.0,female,1979 Q4,free,cauc,regular,rural,bachelor,level1,2.0,cauc,40.0,76.0
472.0,489.0,female,1979 Q4,non-free,cauc,regular,rural,bachelor,level1,20.0,cauc,31.0,64.0
522.0,547.0,female,1979 Q4,non-free,cauc,small,rural,bachelor,level1,11.0,cauc,8.0,11.0
434.0,459.0,male,1980 Q3,free,afam,regular+aide,suburban,bachelor,apprentice,1.0,afam,11.0,20.0
400.0,449.0,male,1980 Q3,free,cauc,regular,rural,bachelor,apprentice,1.0,cauc,40.0,76.0
443.0,520.0,female,1979 Q4,non-free,cauc,regular+aide,suburban,bachelor,level1,5.0,afam,22.0,51.0
,,male,1979 Q4,non-free,afam,small,suburban,bachelor,probation,0.0,cauc,11.0,23.0
453.0,449.0,female,1979 Q4,non-free,cauc,small,rural,bachelor,level1,19.0,cauc,31.0,64.0
474.0,506.0,male,1980 Q3,free,afam,small,suburban,bachelor,,3.0,cauc,18.0,44.0
413.0,434.0,female,1979 Q4,free,cauc,regular+aide,suburban,bachelor,,0.0,cauc,18.0,44.0
408.0,439.0,female,1980 Q1,non-free,cauc,regular+aide,rural,master,level1,3.0,cauc,41.0,78.0
470.0,489.0,female,1980 Q3,free,afam,regular+aide,inner-city,bachelor,level1,20.0,afam,11.0,27.0
421.0,439.0,male,1979 Q4,non-free,cauc,small,suburban,master,level1,17.0,cauc,12.0,36.0
405.0,429.0,female,1980 Q2,free,afam,regular,inner-city,master+,level1,8.0,cauc,11.0,16.0
419.0,429.0,female,1980 Q3,free,afam,regular+aide,urban,master,level1,12.0,cauc,7.0,10.0
407.0,449.0,female,1980 Q2,non-free,cauc,regular,rural,bachelor,apprentice,2.0,cauc,24.0,57.0
490.0,547.0,female,1980 Q3,non-free,cauc,small,suburban,bachelor,level1,16.0,afam,22.0,51.0
,454.0,female,1980 Q1,free,cauc,small,rural,bachelor,level1,19.0,cauc,31.0,64.0
467.0,559.0,female,1979 Q4,non-free,cauc,small,rural,bachelor,level1,22.0,cauc,40.0,76.0
424.0,473.0,male,1979 Q4,non-free,cauc,regular+aide,suburban,bachelor,level1,5.0,afam,22.0,51.0
427.0,459.0,male,1979 Q4,non-free,cauc,small,rural,bachelor,level1,10.0,cauc,32.0,66.0
413.0,454.0,male,1980 Q1,non-free,afam,regular+aide,suburban,bachelor,,12.0,afam,11.0,20.0
410.0,454.0,male,1980 Q3,non-free,afam,regular+aide,inner-city,bachelor,level1,9.0,cauc,22.0,53.0
419.0,506.0,male,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,level1,8.0,cauc,4.0,5.0
,,female,1980 Q3,free,cauc,regular,rural,bachelor,level1,16.0,cauc,35.0,69.0
436.0,520.0,male,1980 Q2,non-free,cauc,regular+aide,rural,master,level1,12.0,cauc,6.0,8.0
458.0,559.0,male,1980 Q2,free,afam,small,inner-city,bachelor,apprentice,2.0,cauc,11.0,30.0
384.0,384.0,male,1979 Q4,non-free,cauc,regular,suburban,bachelor,probation,14.0,cauc,18.0,42.0
414.0,449.0,male,1979 Q2,free,cauc,regular,rural,bachelor,level1,6.0,cauc,36.0,71.0
402.0,473.0,male,1980 Q3,non-free,afam,regular,inner-city,bachelor,level1,10.0,afam,11.0,30.0
456.0,494.0,female,1980 Q3,non-free,cauc,regular,rural,master,level1,12.0,cauc,31.0,65.0
,,male,1980 Q2,non-free,cauc,regular+aide,rural,bachelor,level1,13.0,cauc,32.0,66.0
,,female,1980 Q3,non-free,afam,regular+aide,suburban,bachelor,level1,5.0,afam,11.0,21.0
,,female,1980 Q1,non-free,afam,small,inner-city,master,level1,8.0,cauc,11.0,28.0
410.0,429.0,female,1979 Q4,free,cauc,regular,rural,master,level1,13.0,cauc,21.0,50.0
434.0,500.0,male,1979 Q4,non-free,cauc,regular,rural,bachelor,level1,19.0,cauc,37.0,73.0
421.0,449.0,male,1980 Q2,non-free,cauc,regular+aide,rural,master,level1,12.0,cauc,41.0,79.0
416.0,478.0,male,1980 Q2,non-free,cauc,regular,rural,bachelor,apprentice,2.0,cauc,24.0,57.0
450.0,494.0,female,1980 Q1,non-free,cauc,regular,suburban,bachelor,level1,15.0,cauc,12.0,36.0
474.0,494.0,female,1979 Q4,free,cauc,regular,rural,bachelor,level1,13.0,cauc,38.0,74.0
419.0,463.0,male,1979 Q4,non-free,cauc,regular,urban,master,level1,6.0,cauc,2.0,2.0
413.0,468.0,male,1980 Q1,free,cauc,regular,rural,master,level1,13.0,cauc,39.0,75.0
411.0,468.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,level1,20.0,cauc,36.0,71.0
500.0,500.0,male,1980 Q2,non-free,cauc,regular,rural,bachelor,level2,10.0,cauc,34.0,68.0
410.0,439.0,male,1980 Q2,free,afam,small,inner-city,master,level1,13.0,afam,11.0,14.0
456.0,547.0,male,1980 Q1,non-free,cauc,small,rural,specialist,level1,14.0,cauc,1.0,1.0
455.0,489.0,male,1979 Q4,free,cauc,regular+aide,rural,master,level1,8.0,cauc,14.0,38.0
431.0,520.0,female,1980 Q3,free,afam,small,inner-city,bachelor,probation,1.0,cauc,11.0,27.0
425.0,494.0,male,1980 Q2,free,cauc,regular+aide,urban,,,,,20.0,48.0
395.0,412.0,female,1980 Q3,free,amindian,regular,rural,master,level1,13.0,cauc,24.0,56.0
421.0,449.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,probation,0.0,afam,11.0,27.0
422.0,513.0,female,1979 Q4,free,afam,regular,suburban,bachelor,apprentice,1.0,cauc,11.0,23.0
472.0,494.0,female,1980 Q1,non-free,cauc,regular,rural,master,level2,11.0,cauc,8.0,11.0
443.0,473.0,male,1980 Q3,non-free,cauc,small,suburban,bachelor,,0.0,cauc,18.0,42.0
480.0,494.0,male,1980 Q1,free,afam,regular,rural,master,level3,16.0,cauc,34.0,68.0
455.0,494.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,level1,11.0,cauc,31.0,64.0
421.0,444.0,male,1980 Q3,free,afam,small,inner-city,bachelor,level1,14.0,cauc,11.0,32.0
507.0,559.0,female,1980 Q1,non-free,cauc,regular,suburban,bachelor,probation,14.0,cauc,18.0,42.0
461.0,506.0,male,1980 Q3,non-free,cauc,small,suburban,master,level1,8.0,cauc,25.0,58.0
463.0,494.0,female,1979 Q3,non-free,afam,small,suburban,bachelor,level1,21.0,cauc,11.0,20.0
391.0,602.0,male,1980 Q1,free,afam,regular,inner-city,bachelor,level1,10.0,afam,11.0,30.0
436.0,473.0,female,1980 Q2,free,cauc,regular,rural,bachelor,level1,20.0,cauc,9.0,12.0
403.0,405.0,male,1980 Q2,free,afam,regular,inner-city,bachelor,apprentice,1.0,afam,11.0,22.0
400.0,384.0,male,1980 Q2,non-free,afam,small,suburban,bachelor,level1,11.0,cauc,28.0,61.0
474.0,473.0,female,1980 Q1,non-free,cauc,regular,rural,bachelor,level1,19.0,cauc,37.0,73.0
398.0,459.0,male,1980 Q2,free,afam,regular,inner-city,master,probation,6.0,cauc,11.0,33.0
443.0,489.0,female,1979 Q4,free,cauc,regular,rural,bachelor,level1,11.0,cauc,31.0,64.0
397.0,439.0,male,1980 Q1,free,afam,small,inner-city,bachelor,level1,14.0,cauc,11.0,32.0
433.0,478.0,female,1980 Q1,non-free,cauc,small,rural,bachelor,level1,8.0,cauc,6.0,8.0
478.0,439.0,female,1980 Q3,non-free,afam,small,rural,bachelor,level1,11.0,cauc,8.0,11.0
422.0,423.0,male,1980 Q2,non-free,cauc,regular+aide,rural,bachelor,level1,11.0,cauc,4.0,6.0
427.0,528.0,female,1980 Q1,non-free,cauc,regular+aide,rural,bachelor,level1,11.0,cauc,4.0,6.0
476.0,494.0,female,1980 Q1,non-free,cauc,small,rural,specialist,level2,8.0,cauc,14.0,38.0
437.0,444.0,male,1979 Q4,non-free,cauc,regular+aide,rural,bachelor,level2,27.0,cauc,35.0,70.0
450.0,489.0,female,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,level1,16.0,cauc,17.0,41.0
425.0,489.0,male,1980 Q2,non-free,cauc,small,suburban,bachelor,level1,3.0,cauc,18.0,44.0
447.0,528.0,female,1979 Q4,free,afam,small,inner-city,bachelor,level1,6.0,cauc,11.0,31.0
421.0,434.0,male,1980 Q1,non-free,cauc,regular,rural,bachelor,level1,13.0,cauc,41.0,79.0
419.0,500.0,male,1979 Q4,non-free,cauc,regular,rural,bachelor,level1,20.0,cauc,31.0,64.0
465.0,576.0,female,1980 Q2,non-free,cauc,regular,rural,master,level1,12.0,cauc,36.0,72.0
497.0,602.0,male,1979 Q4,non-free,cauc,regular+aide,rural,bachelor,level1,13.0,cauc,8.0,11.0
439.0,536.0,male,1980 Q2,non-free,cauc,regular,suburban,bachelor,level1,12.0,cauc,18.0,46.0
,,female,1980 Q4,free,cauc,regular+aide,inner-city,bachelor,level1,9.0,cauc,22.0,53.0
478.0,547.0,male,1980 Q1,free,cauc,regular,rural,bachelor,level2,10.0,cauc,34.0,68.0
447.0,494.0,male,1980 Q2,non-free,cauc,regular+aide,suburban,master,level1,14.0,cauc,12.0,36.0
460.0,547.0,male,1980 Q4,free,afam,regular,inner-city,bachelor,level1,12.0,afam,11.0,27.0
433.0,484.0,female,1980 Q2,free,cauc,small,rural,master,level1,15.0,cauc,35.0,70.0
431.0,478.0,male,1980 Q3,non-free,cauc,regular,urban,master,level1,4.0,cauc,20.0,48.0
408.0,423.0,male,1979 Q4,free,cauc,regular,rural,bachelor,level1,8.0,cauc,4.0,5.0
,,female,1980 Q1,free,afam,regular+aide,inner-city,bachelor,level1,6.0,cauc,11.0,16.0
414.0,454.0,male,1980 Q2,free,cauc,regular,urban,master,level1,4.0,cauc,20.0,48.0
474.0,547.0,male,1980 Q1,non-free,cauc,small,suburban,bachelor,probation,0.0,cauc,18.0,43.0
419.0,459.0,female,1980 Q2,free,afam,small,inner-city,bachelor,level1,14.0,cauc,11.0,32.0
442.0,468.0,male,1980 Q3,,cauc,small,rural,bachelor,level1,10.0,,32.0,66.0
411.0,468.0,male,1980 Q2,free,cauc,regular,rural,bachelor,level1,4.0,cauc,15.0,39.0
416.0,399.0,male,1980 Q2,free,afam,small,inner-city,bachelor,level1,14.0,cauc,11.0,32.0
468.0,559.0,male,1980 Q1,non-free,cauc,regular,rural,master,level1,12.0,cauc,31.0,65.0
442.0,478.0,male,1980 Q3,non-free,afam,regular,inner-city,bachelor,level1,9.0,afam,11.0,18.0
416.0,459.0,male,1980 Q2,non-free,cauc,regular,rural,master,level1,6.0,cauc,30.0,63.0
405.0,434.0,male,1980 Q3,non-free,cauc,small,rural,bachelor,level1,15.0,cauc,23.0,55.0
440.0,423.0,male,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,level1,17.0,cauc,25.0,58.0
434.0,444.0,female,1980 Q3,free,afam,regular+aide,inner-city,bachelor,level1,7.0,cauc,11.0,22.0
,,male,1980 Q3,non-free,cauc,small,suburban,master,level1,7.0,cauc,12.0,36.0
407.0,484.0,male,1980 Q3,free,afam,regular,urban,bachelor,level1,5.0,cauc,13.0,37.0
460.0,506.0,female,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,level1,18.0,cauc,22.0,52.0
492.0,576.0,female,1979 Q4,non-free,cauc,small,rural,master,level1,6.0,cauc,36.0,72.0
421.0,463.0,female,1980 Q1,non-free,afam,regular,suburban,bachelor,level1,20.0,afam,11.0,23.0
487.0,520.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,level1,12.0,afam,11.0,27.0
414.0,473.0,female,1979 Q4,free,cauc,regular+aide,urban,bachelor,level1,13.0,cauc,20.0,48.0
470.0,576.0,male,1980 Q2,free,cauc,regular+aide,rural,bachelor,level2,9.0,cauc,5.0,7.0
442.0,520.0,male,1980 Q1,non-free,cauc,regular+aide,suburban,bachelor,level1,8.0,afam,11.0,17.0
447.0,459.0,female,1979 Q4,free,afam,regular,urban,bachelor,level1,5.0,cauc,13.0,37.0
440.0,528.0,female,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,level1,16.0,cauc,17.0,41.0
403.0,444.0,male,1979 Q2,free,cauc,regular+aide,rural,master,level1,9.0,cauc,3.0,3.0
,,female,1980 Q2,non-free,cauc,regular,rural,bachelor,level1,10.0,cauc,35.0,70.0
408.0,439.0,male,1979 Q4,free,afam,small,inner-city,master,level1,10.0,afam,11.0,18.0
455.0,576.0,female,1980 Q2,non-free,cauc,small,urban,bachelor,level1,21.0,cauc,20.0,48.0
430.0,434.0,female,1979 Q4,non-free,afam,small,suburban,bachelor,level2,13.0,cauc,11.0,24.0
408.0,454.0,female,1980 Q2,free,afam,regular+aide,suburban,master,level1,10.0,cauc,11.0,24.0
476.0,500.0,female,1980 Q1,free,afam,regular+aide,inner-city,master,level1,5.0,cauc,11.0,33.0
480.0,520.0,male,1980 Q3,non-free,cauc,regular+aide,suburban,master+,level1,12.0,cauc,22.0,51.0
433.0,468.0,male,1980 Q1,non-free,cauc,regular,suburban,bachelor,level1,12.0,cauc,18.0,46.0
410.0,459.0,female,1980 Q3,non-free,cauc,regular,suburban,master,level1,22.0,cauc,28.0,61.0
422.0,463.0,male,1980 Q1,free,afam,small,inner-city,bachelor,apprentice,2.0,cauc,11.0,19.0
391.0,444.0,male,1980 Q3,free,afam,regular,inner-city,bachelor,level1,12.0,cauc,18.0,45.0
422.0,463.0,female,1980 Q1,free,afam,regular+aide,urban,master,level1,8.0,cauc,26.0,59.0
460.0,484.0,male,1980 Q1,free,cauc,regular,rural,master,level1,12.0,cauc,36.0,72.0
461.0,528.0,female,1980 Q2,non-free,cauc,small,suburban,master,level1,15.0,cauc,22.0,51.0
419.0,429.0,female,1980 Q1,free,afam,regular,inner-city,bachelor,level1,11.0,cauc,11.0,22.0
,,female,1978 Q4,free,afam,regular,inner-city,bachelor,,3.0,afam,11.0,32.0
490.0,489.0,male,1979 Q4,free,cauc,regular+aide,rural,bachelor,level1,10.0,cauc,34.0,68.0
,,male,1979 Q1,non-free,cauc,regular,suburban,bachelor,level1,12.0,cauc,18.0,46.0
485.0,576.0,male,1980 Q3,non-free,cauc,small,suburban,bachelor,level1,5.0,cauc,25.0,58.0
433.0,484.0,male,1980 Q2,non-free,cauc,regular,rural,bachelor,apprentice,1.0,cauc,40.0,76.0
,,female,1979 Q4,free,afam,small,suburban,bachelor,apprentice,5.0,afam,11.0,24.0
405.0,429.0,male,1980 Q1,free,afam,regular,inner-city,master+,level1,8.0,cauc,11.0,16.0
448.0,500.0,female,1980 Q1,non-free,cauc,regular,suburban,bachelor,,3.0,cauc,25.0,58.0
419.0,459.0,male,1980 Q1,non-free,cauc,small,rural,bachelor,level1,12.0,cauc,38.0,74.0
391.0,399.0,male,1980 Q2,free,afam,regular,inner-city,bachelor,level1,12.0,cauc,18.0,45.0
408.0,489.0,female,1980 Q3,free,afam,small,inner-city,bachelor,level1,5.0,cauc,11.0,29.0
431.0,473.0,female,1979 Q1,free,afam,regular,inner-city,master,level1,7.0,cauc,11.0,28.0
410.0,423.0,male,1979 Q3,non-free,cauc,regular+aide,rural,master,level1,8.0,cauc,24.0,57.0
427.0,494.0,male,1979 Q4,non-free,cauc,regular+aide,suburban,master+,level1,12.0,cauc,22.0,51.0
413.0,449.0,female,1979 Q4,free,afam,regular,inner-city,bachelor,,10.0,afam,11.0,18.0
391.0,434.0,male,1980 Q3,free,afam,regular+aide,inner-city,bachelor,level1,6.0,cauc,11.0,16.0
386.0,423.0,female,1980 Q4,free,afam,regular,inner-city,master,probation,6.0,cauc,11.0,33.0
425.0,444.0,male,1980 Q2,non-free,cauc,regular+aide,rural,bachelor,level1,13.0,cauc,33.0,67.0
428.0,513.0,male,1979 Q4,non-free,cauc,regular+aide,rural,master,level1,9.0,cauc,3.0,3.0
518.0,559.0,male,1980 Q1,non-free,afam,regular+aide,inner-city,master,apprentice,24.0,cauc,11.0,30.0
450.0,489.0,male,1980 Q1,non-free,cauc,regular+aide,suburban,master+,level1,12.0,cauc,22.0,51.0
427.0,449.0,male,1980 Q1,free,afam,regular+aide,suburban,bachelor,,0.0,cauc,18.0,44.0
388.0,449.0,female,1980 Q3,free,cauc,regular+aide,rural,master,level1,5.0,cauc,15.0,39.0
450.0,494.0,male,1980 Q2,free,cauc,small,urban,bachelor,level1,21.0,cauc,20.0,48.0
468.0,500.0,male,1980 Q1,free,afam,small,inner-city,bachelor,level1,5.0,cauc,11.0,29.0
430.0,429.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,apprentice,3.0,cauc,24.0,56.0
437.0,489.0,male,1980 Q3,non-free,afam,regular+aide,suburban,bachelor,level1,5.0,afam,11.0,21.0
428.0,489.0,female,1980 Q2,free,cauc,small,rural,bachelor,level1,5.0,cauc,41.0,79.0
456.0,463.0,female,1979 Q4,,cauc,regular,rural,bachelor,level1,2.0,,40.0,76.0
470.0,576.0,female,1980 Q2,free,afam,small,inner-city,bachelor,probation,9.0,afam,11.0,22.0
,459.0,female,1980 Q3,non-free,afam,regular+aide,suburban,bachelor,apprentice,3.0,cauc,18.0,42.0
413.0,463.0,male,1980 Q2,free,cauc,small,rural,master+,level1,6.0,cauc,5.0,7.0
411.0,444.0,female,1980 Q3,free,cauc,regular,rural,master,level1,13.0,cauc,14.0,38.0
437.0,559.0,male,1980 Q1,free,afam,regular,inner-city,bachelor,level1,10.0,afam,11.0,30.0
410.0,444.0,female,1980 Q3,non-free,cauc,small,rural,bachelor,,12.0,cauc,12.0,34.0
395.0,405.0,female,1979 Q4,free,afam,small,rural,bachelor,level1,8.0,cauc,21.0,49.0
422.0,484.0,male,1980 Q2,non-free,cauc,regular,rural,master,level1,8.0,cauc,41.0,78.0
416.0,449.0,male,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,level1,17.0,cauc,18.0,43.0
,,male,1980 Q3,free,afam,regular,inner-city,bachelor,level1,24.0,afam,11.0,22.0
400.0,423.0,male,1980 Q1,non-free,cauc,small,rural,bachelor,level1,3.0,cauc,39.0,75.0
411.0,459.0,female,1980 Q2,non-free,cauc,regular+aide,rural,bachelor,,2.0,cauc,36.0,71.0
437.0,468.0,male,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,level1,5.0,afam,22.0,51.0
436.0,484.0,female,1979 Q4,non-free,afam,small,suburban,bachelor,level1,3.0,cauc,18.0,44.0
451.0,513.0,male,1980 Q3,non-free,cauc,small,suburban,master,level1,8.0,cauc,25.0,58.0
436.0,494.0,female,1979 Q4,free,cauc,small,rural,bachelor,,12.0,cauc,12.0,34.0
,,male,1980 Q3,free,afam,small,urban,master,level1,12.0,cauc,2.0,2.0
,454.0,female,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,level1,17.0,cauc,25.0,58.0
397.0,439.0,male,1979 Q3,free,afam,small,rural,bachelor,apprentice,3.0,cauc,24.0,56.0
428.0,559.0,male,1980 Q3,non-free,cauc,regular+aide,rural,bachelor,level1,12.0,cauc,9.0,12.0
403.0,439.0,female,1980 Q2,free,afam,regular+aide,inner-city,bachelor,probation,0.0,cauc,11.0,19.0
448.0,506.0,female,1979 Q4,free,afam,regular+aide,inner-city,bachelor,level1,11.0,cauc,11.0,31.0
398.0,449.0,female,1980 Q1,free,afam,regular+aide,inner-city,bachelor,level1,9.0,cauc,22.0,53.0
437.0,559.0,female,1979 Q4,free,cauc,regular,rural,master,level1,13.0,cauc,39.0,75.0
431.0,489.0,male,1980 Q3,free,cauc,regular,rural,master,level1,13.0,cauc,21.0,50.0
440.0,513.0,female,1979 Q4,non-free,cauc,regular,rural,master,level1,5.0,cauc,19.0,47.0
425.0,484.0,male,1980 Q2,non-free,cauc,regular+aide,urban,bachelor,level1,13.0,cauc,20.0,48.0
497.0,547.0,male,1980 Q1,non-free,cauc,regular+aide,urban,master,level1,8.0,cauc,26.0,59.0
425.0,494.0,male,1980 Q2,non-free,cauc,regular+aide,rural,bachelor,level1,11.0,cauc,4.0,6.0
405.0,429.0,male,1979 Q2,non-free,cauc,small,rural,master,level1,13.0,cauc,6.0,8.0
467.0,489.0,female,1980 Q1,free,afam,regular+aide,rural,bachelor,level1,10.0,cauc,34.0,68.0
472.0,547.0,female,1979 Q4,non-free,cauc,regular+aide,rural,bachelor,level1,11.0,cauc,4.0,6.0
408.0,429.0,female,1980 Q2,non-free,cauc,small,rural,bachelor,,1.0,cauc,37.0,73.0
402.0,423.0,female,1980 Q1,free,cauc,regular,suburban,bachelor,,18.0,afam,11.0,25.0
463.0,506.0,male,1980 Q2,free,cauc,small,rural,master,level1,12.0,cauc,42.0,80.0
393.0,434.0,male,1980 Q3,non-free,cauc,regular,rural,bachelor,level1,13.0,,23.0,55.0
500.0,559.0,female,1979 Q4,non-free,cauc,small,rural,master,level1,12.0,cauc,42.0,80.0
465.0,489.0,female,1979 Q4,free,cauc,regular+aide,rural,master,level1,6.0,cauc,35.0,69.0
440.0,559.0,female,1980 Q1,non-free,cauc,regular,rural,master,level1,13.0,cauc,39.0,75.0
427.0,484.0,male,1979 Q4,non-free,cauc,regular,rural,bachelor,level1,13.0,cauc,41.0,79.0
425.0,559.0,female,1980 Q2,free,afam,regular,inner-city,bachelor,level1,10.0,afam,11.0,30.0
458.0,484.0,female,1979 Q4,free,afam,small,inner-city,bachelor,,14.0,afam,11.0,33.0
425.0,513.0,female,1980 Q3,non-free,cauc,regular,suburban,master,level1,12.0,cauc,22.0,52.0
,444.0,male,1980 Q1,free,afam,regular+aide,inner-city,bachelor,level1,6.0,afam,11.0,26.0
448.0,494.0,male,1980 Q2,non-free,cauc,regular+aide,rural,master,level1,10.0,cauc,36.0,72.0
395.0,418.0,female,1980 Q2,free,cauc,regular,rural,bachelor,level1,6.0,cauc,36.0,71.0
388.0,392.0,male,1980 Q2,free,afam,regular+aide,inner-city,master,level1,11.0,cauc,11.0,18.0
443.0,520.0,male,1980 Q2,free,afam,regular,inner-city,bachelor,probation,0.0,cauc,11.0,31.0
,,female,1980 Q2,free,afam,regular,suburban,bachelor,level1,20.0,afam,11.0,23.0
428.0,484.0,female,1979 Q4,non-free,cauc,regular+aide,suburban,bachelor,level1,7.0,cauc,4.0,4.0
427.0,489.0,female,1980 Q2,free,afam,regular+aide,inner-city,bachelor,apprentice,0.0,cauc,11.0,32.0
460.0,559.0,female,1980 Q1,non-free,cauc,regular,rural,master,level1,13.0,cauc,39.0,75.0
443.0,484.0,female,1980 Q3,,cauc,regular+aide,suburban,master+,level1,12.0,,22.0,51.0
427.0,489.0,female,1980 Q3,free,afam,small,suburban,bachelor,level1,21.0,cauc,11.0,20.0
495.0,559.0,female,1979 Q4,non-free,cauc,small,suburban,master,level1,4.0,cauc,18.0,46.0
427.0,513.0,female,1979 Q4,free,afam,regular+aide,rural,master,level1,12.0,cauc,21.0,50.0
428.0,473.0,male,1980 Q1,non-free,cauc,regular,rural,master,level1,8.0,afam,32.0,66.0
414.0,454.0,male,1979 Q2,non-free,cauc,small,urban,bachelor,level1,11.0,cauc,27.0,60.0
492.0,576.0,female,1980 Q2,free,afam,small,suburban,bachelor,,3.0,cauc,18.0,44.0
439.0,547.0,female,1980 Q2,free,cauc,small,rural,specialist,level1,14.0,cauc,1.0,1.0
448.0,489.0,male,1980 Q2,free,cauc,regular+aide,rural,bachelor,level1,4.0,cauc,29.0,62.0
425.0,478.0,female,1980 Q1,free,cauc,regular,rural,bachelor,level1,8.0,cauc,36.0,72.0
428.0,423.0,female,1980 Q3,non-free,cauc,regular+aide,suburban,bachelor,level1,3.0,cauc,25.0,58.0
439.0,559.0,male,1979 Q4,free,cauc,regular,rural,bachelor,level1,8.0,cauc,36.0,72.0
483.0,520.0,male,1980 Q1,non-free,afam,regular+aide,suburban,bachelor,apprentice,1.0,afam,11.0,20.0
492.0,494.0,female,1980 Q2,non-free,cauc,regular,urban,bachelor,level1,5.0,cauc,6.0,9.0
411.0,418.0,female,1980 Q2,free,afam,regular,inner-city,bachelor,level1,11.0,cauc,11.0,22.0
472.0,559.0,male,1980 Q2,free,cauc,regular+aide,rural,bachelor,level1,14.0,cauc,35.0,70.0
422.0,423.0,male,1980 Q3,free,afam,regular,urban,master,level1,6.0,cauc,2.0,2.0
565.0,602.0,male,1980 Q2,non-free,cauc,regular+aide,suburban,bachelor,level1,16.0,cauc,17.0,41.0
443.0,423.0,male,1979 Q4,free,cauc,regular+aide,rural,master,level1,8.0,cauc,14.0,38.0
